category,device,pps_idle,pps_active,pps_var_idle,pps_var_active,size_mean_idle,size_mean_active,size_var_idle,size_var_active,proto_tls_idle,proto_tls_active,proto_tcp_idle,proto_tcp_active,proto_udp_idle,proto_udp_active,proto_mdns_idle,proto_mdns_active,proto_ssdp_idle,proto_ssdp_active,proto_arp_idle,proto_arp_active,proto_dhcp_idle,proto_dhcp_active,proto_other_idle,proto_other_active,inout_ratio_idle,inout_ratio_active,num_packets_idle,num_packets_active,bts_idle,bts_active,pps_diff,pps_ratio,pps_var_diff,pps_var_ratio,size_mean_diff,size_mean_ratio,size_var_diff,size_var_ratio,proto_tls_diff,proto_tls_ratio,proto_tcp_diff,proto_tcp_ratio,proto_udp_diff,proto_udp_ratio,proto_mdns_diff,proto_mdns_ratio,proto_ssdp_diff,proto_ssdp_ratio,proto_arp_diff,proto_arp_ratio,proto_dhcp_diff,proto_dhcp_ratio,proto_other_diff,proto_other_ratio,inout_ratio_diff,inout_ratio_ratio,num_packets_diff,num_packets_ratio,bts_diff,bts_ratio,pps_cv_idle,pps_cv_active,size_cv_idle,size_cv_active,dominant_proto_change
audio,googlehome,3.2819640826040013,19.104432676623222,89.88432031630632,7271.584174487412,220.9635462974724,966.9967493509612,121949.3544890482,363290.1674778701,0.1166010415343579,0.9259113816349236,0.0,0.0,0.0,0.0,0.1529277276768703,0.021358291336693,0.0,0.0,0.0,0.0,0.0020322621618188,0.0003490629840521,0.7284389686269529,0.052381264044331,0.0032829803648308,0.0337861547935713,7873,45837,352.494441650414,621.8400027883183,15.82246859401922,5.821034714197885,7181.699854171106,80.89936117889162,746.0332030534888,4.376272743526972,241340.81298882194,2.979024932087827,0.8093103401005657,7.940781906139225,0.0,0.0,0.0,0.0,-0.1315694363401773,0.13966173433301463,0.0,0.0,0.0,0.0,-0.0016831991777667,0.17167632910645178,-0.6760577045826219,0.07190882749482459,0.0305031744287405,10.288171986470465,37964,5.822050043716239,269.3455611379043,1.7641129264696735,2.8887370605258003,4.463549441704681,1.5804076366391888,0.623306717311034,proto_tls
audio,homepod,1.7307207522121233,4.3985968367585375,3843.366919290063,51.38094363075906,624.8231751385208,214.77349900407853,419913.5359543498,76445.67056683947,0.8352204288123344,0.2062031679787536,0.0,0.0,0.0,0.0,0.0479402553601541,0.0285497486483922,0.0,0.0,0.0,0.0,0.0004818116116598,0.0001896993265673,0.1163575042158516,0.7650573840462866,0.0021887144970148,0.0051153769643922,4151,10543,649.7380786999054,280.8866988716191,2.667876084546414,2.5414812237359747,-3791.9859756593037,0.01336873233713561,-410.0496761344423,0.3437348472433489,-343467.86538751033,0.18205097959730474,-0.6290172608335808,0.24688443191881432,0.0,0.0,0.0,0.0,-0.0193905067117619,0.5955152495260072,0.0,0.0,0.0,0.0,-0.00029211228509250003,0.39290547697300704,0.6486998798304351,6.575001880628011,0.0029266624673774003,2.3360931168724988,6392,2.5398699102529823,-368.85137982828627,0.43230758308232803,35.82025488553416,1.6296216347354624,1.0371051886270501,1.2873473777240212,proto_other
audio,nestmini2,8.355416909683651,30.8540239285725,22.719653389366677,7798.066888286788,84.55708013172338,695.6857961146686,13587.449288974069,462940.8878594728,0.0689551940924059,0.5367323228229446,0.0,0.0,0.0,0.0,0.0328310547849516,0.0145091999675772,0.0,0.0,0.0,0.0,0.0007983235206067,0.0002161519548242,0.8974154276020357,0.448542325254654,0.009459832575115,0.0474227005202873,20042,74022,124.9206316565114,711.2516193530954,22.498607018888848,3.692696674431295,7775.347234897421,343.2299961365813,611.1287159829452,8.227410251199736,449353.4385704987,34.071213660467414,0.46777712873053867,7.78367092162435,0.0,0.0,0.0,0.0,-0.018321854817374403,0.4419217762217981,0.0,0.0,0.0,0.0,-0.0005821715657825,0.2704186093011964,-0.44887310234738176,0.49981514875228306,0.0379628679451723,5.012529303713089,53980,3.693343977462661,586.330987696584,5.693628059896172,0.5704698206435053,2.8620792295189164,1.378538771522186,0.9780242722310086,proto_tls
audio,sonos,0.3909992797632051,14.829360766408469,104.08101585842331,89511.05297873341,677.1154261057173,1203.5989711410723,153192.71128445645,311640.9417209155,0.1823085221143473,0.9535034907713617,0.0,0.0,0.0,0.0,0.0107874865156418,0.0001695921309251,0.2610571736785329,0.0068402159473133,0.0,0.0,0.0172599784250269,0.000452245682467,0.5285868392664509,0.0390344554679329,0.0001608767683954,0.0288836574703894,927,35379,391.7894040854758,573.0774612745208,14.438361486645263,37.926726741447155,89406.97196287499,860.0132443026689,526.483545035355,1.7775388404393209,158448.23043645904,2.034306587473405,0.7711949686570143,5.230135429642067,0.0,0.0,0.0,0.0,-0.0106178943847167,0.01571973331747832,-0.25421695773121955,0.026201883859558236,0.0,0.0,-0.0168077327425599,0.026200466238419224,-0.489552383798518,0.07384667706715135,0.028722780701994,178.42991157222892,34452,38.16504850251883,181.28805718904505,1.4627181180397,26.09207949762619,20.17510822057527,0.5780379373110989,0.4638157006025431,proto_tls
camera,amcrest266e,0.4531018322113967,3445.221096943174,15.467600276625175,1175962.5141640615,149.0388170055453,73.89226576104265,31404.270462244,25200.78279681036,0.0,1.4756143242478631e-05,0.0,0.0,0.0,0.0,0.0,1.5360903211432673e-05,0.0,1.487709523626944e-05,0.0,0.0,0.0147874306839186,3.0479902435283728e-05,0.9852125693160814,0.9999245259558746,0.0004587142210402,4.406226666479999,1082,8267743,177.6656026955647,3603.968641166101,3444.7679951109626,7603.6185431209005,1175947.0465637848,76027.46496583089,-75.14655124450265,0.4957920812166756,-6203.48766543364,0.8024635638744008,1.4756143242478631e-05,14.756143242478633,0.0,0.0,0.0,0.0,1.5360903211432673e-05,15.360903211432674,1.487709523626944e-05,14.877095236269442,0.0,0.0,-0.014756950781483315,0.0020610640227315346,0.014711956639793189,1.0149317438349994,4.405767952258959,9584.708205262794,8266661,7641.167275747534,3426.303038470536,20.285123097555836,8.67989943099064,0.31476007559402835,1.189035871559044,2.1483647908149193,proto_dhcp
camera,bluram6da9,1.2315836963089226,118.49021115486283,14.282887958014348,2108.814734106962,158.12419409569054,889.7497739864568,63322.14003562828,468722.67204061226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366474380726162,0.0004080555799841,0.0,0.0,0.005429250084832,5.628352827367866e-05,0.9579233118425518,0.9995356608917422,0.0012978624205932,0.0868654538807344,2947,284275,252.8704917284896,803.12345022569,117.25862745855392,96.209551409643,2094.531846148948,147.64623181668537,731.6255798907663,5.6269046836761145,405400.532004984,7.402192531229719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0362393824926321,0.01113432390148709,0.0,0.0,-0.005372966556558321,0.010364813294859502,0.04161234904919042,1.0434390781555085,0.0855675914601412,66.87810233285703,281328,96.46250420886919,550.2529584972004,3.176026754090341,3.0686243787482232,0.38755802723704835,1.5914004044725647,0.7694671674193434,proto_other
camera,boifun80c0,0.178607961956091,67.84950290328702,0.5288311688311689,494.7391578088093,148.71698113207546,450.3820499431766,6895.219947366074,165237.1850522775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,9.82891544061185e-05,0.9622641509433962,0.999901710845594,0.0001719566669199,0.0603615014868779,424,162785,83.21606907057907,474.34327290754857,67.67089494133093,379.8773709908636,494.2103266399781,935.5315106913553,301.66506881110115,3.0284507087643333,158341.96510491142,23.96401946415544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03763755990219758,0.002604593570032539,0.03763755990219775,1.0391124627814892,0.060189544819957995,348.9978302763699,162361,383.9268858869649,391.1272038369695,5.700140279458499,4.071507842296415,0.3278245442770547,0.5583589709672663,0.9025532193234488,proto_other
camera,google1d15,4.090266031478772,103.9155891926277,5.752772917509277,1685.8482527441988,74.06114338122899,724.7870152785018,5576.885987970981,151241.1402939238,0.0142667889534291,0.0006175562417291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016304901661061,6.416168745238e-05,0.9841027208804648,0.9993182820708184,0.0048810438368487,0.0265906003981893,9813,249370,78.76881708846555,492.81292820888245,99.82532316114893,25.40557582008494,1680.0954798266896,293.049627348141,650.7258718972728,9.786332919022533,145664.2543059528,27.11928136831609,-0.0136492327117,0.043283247582708136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00156632847865372,0.03932704516725073,0.01521556119035361,1.0154603227968098,0.0217095565613406,5.446612379325378,239557,25.412208292529073,414.0441111204169,6.256446905873368,0.586390538020149,0.3951195618230666,1.0083364452563641,0.5365677506380987,proto_other
camera,hualai,1.8072206725089688,173.68059240188956,6.535338155056465,2004.6267197695408,64.49815413013383,554.5893160424882,3414.708397238182,217291.91279591763,0.0057683433317951,6.716754464242878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036917397323488,3.838145408138787e-05,0.990539916935856,0.9998944510012762,0.0003525966652722,0.0700110711529254,4334,416868,60.24272697850569,639.8263987714392,171.87337172938058,96.1036463007709,1998.0913816144844,306.73644813345896,490.09116191235444,8.598529910251365,213877.20439867943,63.634105011142196,-0.0057011757871526705,0.011642147256563071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003653358278267412,0.010393760964294932,0.009354534065420195,1.0094428548134633,0.06965847448765321,197.9969779947744,412534,96.18550989935729,579.5836717929335,10.620807195180905,1.41456401508355,0.25778964183978303,0.906002756018294,0.8405243160027137,proto_other
camera,yibefb,0.2393363522691761,81.26743311135331,6.389920424403183,222.9448930109768,114.28924162257496,351.6986993404384,11552.813717975085,174861.60858198733,0.0476190476190476,0.0004205602683379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282186948853615,8.206054016350562e-05,0.9241622574955908,0.9994973791914984,0.0002819196528989,0.0675518129507586,567,194978,107.72335245687462,499.4320042815892,81.02809675908414,339.55181813808184,216.55497258657363,34.89008364947145,237.40945771786343,3.0772686148763504,163308.79486401225,15.135845936369888,-0.0471984873507097,0.008831580171912294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028136634345197992,0.0029079173427234034,0.07533512169590761,1.0815160320266974,0.0672698932978597,238.7667744484966,194411,343.87654260339235,391.70865182471454,4.6362463500686415,10.56178305695943,0.18373090591416563,0.940456106263274,1.1889852614338914,proto_other
lights,antela,0.4768162393526864,0.4801672642249358,1.2152783568192556,1.132917813168793,275.27320490367777,274.15391304347827,5447.8060999737545,5592.495872403224,0.0367775831873905,0.0365217391304347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140105078809106,0.0139130434782608,0.9492119089316988,0.9495652173913044,7.292204633247059e-05,7.991449149410131e-05,1142,1150,74.28607107893059,75.26315913004441,0.003351024872249364,1.007025804848829,-0.08236054365046264,0.9322283035679738,-1.1192918601994961,0.9959338837337073,144.68977242946949,1.0265592733565916,-0.0002558440569557993,0.9930164776699756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.746440264979915e-05,0.9929726048412001,0.00035330845960557244,1.0003711585212236,6.992445161630719e-06,1.0810643841578627,8,1.0070052530586644,0.9770880511138245,1.0131530315679587,2.311989901487886,2.2166940209102917,0.2681309086995008,0.27277739997525474,proto_other
lights,fitop,0.4763948028452365,0.4676340846625885,1.016676578451779,0.5929264189736456,275.3102541630149,277.7026785714286,5668.877342128328,4856.250216232606,0.0333041191936897,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140227870289219,0.0142857142857142,0.9526730937773884,0.9669642857142856,7.19231141909299e-05,6.093546933797109e-05,1141,1120,75.76834219516819,70.15443495995466,-0.008760718182648009,0.9816083220500279,-0.42375015947813344,0.58320005431473,2.3924244084136603,1.008689917515049,-812.6271258957213,0.8566511360700425,-0.014554119193689704,0.5629765169419525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026292725679230057,1.018677355571082,0.014291191936897207,1.0150000845307297,-1.0987644852958813e-05,0.835612549107923,-21,0.9815950911642461,-5.6139072352135315,0.9259069421545497,2.116525390341897,1.6466197260245792,0.2734803589054159,0.2509403257571656,proto_tls
lights,lepro,0.4668947169264256,0.4770219397434527,0.5769301302035579,1.0984418857764795,201.7298747763864,200.6187554776512,2044.3459464480472,2373.03961283577,0.0187835420393559,0.0394390885188431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143112701252236,0.0140227870289219,0.9669051878354205,0.9465381244522348,6.09355910802282e-05,7.492013513594509e-05,1118,1141,45.68133871934724,49.19087636367269,0.010127222817027104,1.021688403748246,0.5215117555729216,1.903939358219269,-1.1111192987351899,0.9944920389483269,328.69366638772294,1.1607818215884793,0.020655546479487197,2.099550174617694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002884830963017001,0.9797737819529048,-0.020367063383185613,0.9789348091475317,1.3984544055716887e-05,1.2096459213394342,23,1.0205724498921533,3.509537644325455,1.0768264824518505,1.6268283061930047,2.197097237499212,0.22413360355478598,0.24281804592561082,proto_tls
lights,lifx,0.1555844741078046,0.157664166193573,0.324526270456503,0.7957971676564638,78.6522911051213,78.82978723404256,4120.881474466379,4111.688283687944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431266846361186,0.0425531914893617,0.9568733153638814,0.9574468085106383,0.0001879656022947,0.000189964666572,371,376,64.34967668255311,64.28011174649063,0.0020796920857684142,1.013360450888417,0.4712708971999608,2.4521734846413348,0.17749612892126265,1.0022567063739736,-9.193190778434655,0.9977691200697796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005734931467568996,0.9866792490344873,0.0005734931467569204,1.0005982950295194,1.999064277300014e-06,1.0052870166060273,5,1.0134770862170428,-0.06956493606247705,0.9989189388576948,3.6614733862770854,5.658032550633723,0.8161757336028792,0.8134291492693095,proto_other
lights,tapo,0.026294183191083,1.2760688432908591,2.1973684210526314,42270.48625792812,94.4,58.68104575163399,5259.725925925923,553.3091535317408,0.9272727272727272,0.0117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727272727272727,0.0065359477124183,0.0,0.9816993464052288,2.699924402116741e-05,0.0019548438072805,55,3060,72.5502621243202,24.79859323017886,1.2497746600997761,48.52861583119105,42268.288889507065,19236.859243121165,-35.71895424836602,0.6216212407840334,-4706.416772394182,0.10519733560625381,-0.9155080213903743,0.01268741422983582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06619132501485439,0.08986804536012796,0.9816993464052288,981699.3464052288,0.0019278445632593328,69.81773528608986,3005,55.636362624793406,-47.75166889414134,0.34181258843520185,56.373531080712375,161.11804241034233,0.7682623641193511,0.40085386490200964,proto_other
lights,wiz,0.119466620318975,0.0829684692269483,3.084070796460177,0.8213166144200627,108.4280701754386,96.81632653061224,16604.527378304916,5746.078911564627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701754385964912,0.0816326530612244,0.9298245614035088,0.9183673469387756,0.0001179802972903,6.799129711396941e-05,285,196,128.97802232503312,75.88586360895513,-0.0364981510920267,0.6944849910412959,-2.2627541820401142,0.2663091745668016,-11.611743644826362,0.892908316832102,-10858.44846674029,0.3460549511771267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011457214464733204,1.163248729828048,-0.011457214464733134,0.9876770278852759,-4.998900017633059e-05,0.5714500523399892,-89,0.6877192958325639,-53.09215871607799,0.5883627431451461,14.699817955740025,10.922875720139066,1.1884243103081549,0.7829556963494628,proto_dhcp
lights,yeelight4,0.143158450984127,0.1688664626308953,0.31666984066527,0.8321394160278156,99.71720116618076,103.99007444168734,6797.332071675788,9027.567065417332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466472303206997,0.0421836228287841,0.9533527696793004,0.957816377171216,0.000169970595087,0.0001769600070384,343,403,82.58909268473387,95.18237637262914,0.02570801164676831,1.1795690851707625,0.5154695753625456,2.6277740453766962,4.2728732755065835,1.0428499013478714,2230.234993741544,1.328104463471299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044636074919156,0.9042920286316956,0.004463607491915655,1.004680956465318,6.989411951399991e-06,1.0350318249073895,60,1.1749271102771806,12.593283687895266,1.1524811827572223,3.9308215431633013,5.401968769660222,0.8267975077795695,0.9136786323736948,proto_other
